jurisid_2019,statefp_2019,countyfp_2019,placefp_2019,stcofip_2019,full_fip_2019,basename_2019,county_name_2019,state_name_2019,region_2019,metro_nllus_2019,metro_nllus_id_2019,cbsa13_code_2019,cbsa13_name_2019,cbsa03_name_2019,s2019_dummy_2019,s2003_dummy_2019,s0319_dummy_2019,juristype_2019,summlevel_2019,summlevel2_2019,lsad_code_2019,city_cty_merge_2019,pop14_2019,pop17_2019,pop03_2019,landsqmi_2019,cbsa_sqmi_2019,sampleflag_2019,pilot_dummy_2019,survey_status_pilot_2019,status1_2019,status2_2019,respo_flag_2019,startdate_2019,enddate_2019,status_2019,progress_2019,durationinseconds_2019,finished_2019,recordeddate_2019,responseid_2019,distributionchannel_2019,userlanguage_2019,respojuris_2019,respostate_2019,respozip_2019,srjuristype_2019,resporole_2019,respootherrole_2019,respotitle_2019,respoothertitle_2019,respojuris_p_2019,respodept_p_2019,respodept_othertextp_2019,resporole_p_2019,respootherrolep_2019,jurisplan_dummy_2019,ext_plan_dummy_2019,ext_plan_juris_2019,ext_plan_title_2019,juris_masterplan_dummy_2019,mp_update_yr_2019,zo_dummy_2019,zo_alt_dummy_2019,zo_update_yr_2019,dupernacre_max_2019,hyp_densit_test_2019,hudcomp_perm_dummy_2019,hudcomp_temp_dummy_2019,tinyhome_dummy_2019,mobilehome_dummy_2019,rv_dummy_2019,min_dusize_sf_2019,adu_permit_2019,adu_permit2_2019,min_dusize_mf_2019,min_osparking_mf_2019,ugb_dummy_2019,growthmgmnt_dummy_2019,gm_popgrowthperyr_dummy_2019,gm_bpperyr_dummy_2019,gm_popgrowthperyr_2019,gm_bpperyr_2019,gm_ahexempt_2019,moratorium_2019,morat_body_2019,morat_applies_2019,morat_ahexempt_2019,if_dummy_2019,if_casebycase_2019,if_formula_dummy_2019,if_sqft_dummy_2019,if_unittype_dummy_2019,if_br_dummy_2019,if_impsurfacearea_dummy_2019,if_lotsize_dummy_2019,if_yn_2019,if_dpersqft_2019,if_dforsf_2019,if_dformf_2019,if_dnobr_2019,if_donebr_2019,if_dtwobr_2019,if_dthreebr_2019,if_dimpsurfacearea_2019,if_dlotarea_2019,if_appl_school_2019,if_appl_storm_2019,if_appl_transit_2019,if_appl_pubsafe_2019,if_appl_water_2019,if_appl_parks_2019,if_appl_waste_2019,if_appl_ah_2019,if_appl_other_2019,if_appl_othertext_2019,apfo_dummy_2019,apfo_school_dummy_2019,apfo_storm_dummy_2019,apfo_transit_dummy_2019,apfo_pubsafe_dummy_2019,apfo_water_dummy_2019,apfo_waste_dummy_2019,apfo_parks_dummy_2019,apfo_other_dummy_2019,apfo_othertext_2019,extinput_schools_2019,extinput_stormwater_2019,extinput_water_2019,extinput_hwyrds_2019,extinput_transit_2019,extinput_parks_2019,extinput_police_2019,extinput_fire_2019,ah_req_dummy_2019,pct_ah_req_2019,min_sfdu_ah_2019,min_mfdu_ah_2019,ah_fee_2019,ah_mix_design_2019,ah_quality_2019,number_ah_dus_2019,ah_noexmpt_2019,ah_bonusdens_2019,ah_buildenv_2019,ah_mindusize_2019,ah_adu_2019,ah_parking_2019,ah_ifwaiver_2019,ah_fasttrack_2019,ah_other_2019,ah_othertext_2019,ah_linkfee_2019,ah_tf_dummy_2019,ah_tf_fed_2019,ah_tf_lgov_2019,ah_tf_locrev_2019,lup_past_knowledge_2019,past_sf_amt_2019,past_sf_extent_2019,past_sf_densit_2019,past_mf_amt_2019,past_mf_undevamt_2019,past_mf_densit_2019,past_fees_2019,past_timereq_2019,past_numstaff_2019,past_extinvolve_2019,comments_2019,pilot_feedback_dummy_2019,pilot_srduration_2019,pilot_qreform_2019,pilot_qreform_text_2019,pilot_suggestions_2019,resp_nonresp_2019,apfo_other_dummySTR_2019,apfotc_2019,apfo_schooltc_2019,apfo_stormtc_2019,apfo_transittc_2019,apfo_pubsafetc_2019,apfo_watertc_2019,apfo_wastetc_2019,apfo_parkstc_2019,ah_otherSTR_2019,ah_noexmpttc_2019,ah_bondenstc_2019,ah_bldenvtc_2019,ah_mindusizetc_2019,ah_adutc_2019,ah_parkingtc_2019,ah_ifwaivertc_2019,ah_faskttracktc_2019,ah_linkfeetc_2019,ah_tftc_2019,ah_tf_fedtc_2019,ah_tf_lgovtc_2019,ah_tf_locrevtc_2019,if_pubsafetc_2019,if_parkstc_2019,if_othertc_2019,rotitle_tc_2019,rtitle_tc_2019,resporoletc_2019,if_schooltc_2019,if_stormtc_2019,if_transittc_2019,if_watertc_2019,if_wastetc_2019,if_ahtc_2019,jurisbin,popbin
"3948160","39","159","48160","39159","3915948160","Marysville","Union County","OH","Midwest","Columbus",11,"18140","Columbus, OH (Metro)","",1,0,0,"city","160","160",25,0,22717.532,22924,"",16.271,,0,0,"","Finished Survey","Finished Survey",1,18jan2019 06:50:08,18jan2019 07:06:48,0,100,999,1,18jan2019 07:06:49,"R_BYag3OUl9Gcf4iJ","email","EN","City of Marysville","OH","43040",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,1,3,1,1,1,0,1,0,2,1,.n,4,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,1,1,0,1,0,0,1,1,".n","Skipped","Skipped",".n",".n",".n",".n",".n",".s",1,1,1,1,1,1,1,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,4,4,1,3,2,4,0,.n,.n,.n,.n,.n,.n,.n,0,1,1,0,0,1,0,0,0,".n",0,0,.n,.n,.n,2,3,3,3,3,3,3,3,2,2,2,"The growth rate in my City has been high and steady over the past 10 years. Our projections on continues growth are at the high growth rate. We are also located in one of the fast growing county in the state of Ohio. Our planning efforts for future growth and development have increased over the past 4 years with support from the City Administration and City Council.",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",0,1,1,0,0,1,0,0,0,2,.n,.n,.n,1,1,0,".n",2,1,1,1,1,1,1,0,1,2
"3959864","39","159","59864","39159","3915959864","Paris","Union County","OH","Midwest","Columbus",11,"18140","Columbus, OH (Metro)","",1,0,0,"township","060","060",44,0,24312.304,24708,"",35.795,4796.496,0,0,"","Email Failed","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,2,2
"3999159","39","159","99999","39159","3915999999","Union County","Union County","OH","Midwest","Columbus",11,"18140","Columbus, OH (Metro)","",1,0,0,"county","050","050",,0,53776,54688,"",431.73,,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,3,3
"3910674","39","165","10674","39165","3916510674","Butlerville","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,1,0,"village","160","160",47,0,169.871,139,"Pop. <20,000",.109,,,0,"","Email Failed","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3915700","39","165","15700","39165","3916515700","Clear Creek","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"township","060","060",44,0,31540.811,32004,"",45.657,4168.679,0,0,"","Finished Survey","Finished Survey",1,25jan2019 12:31:02,25jan2019 12:39:04,0,100,482,1,25jan2019 12:39:06,"R_AtDdtI1ZsukMVZT","email","EN","Clearcreek Township","OH","45066",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,1,1,.n,1,1,0,1,0,0,0,0,2,1,.n,3,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",3,3,3,3,1,2,3,3,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,2,2,2,2,2,3,2,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,2,2
"3918840","39","165","18840","39165","3916518840","Corwin","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"village","160","160",47,0,438.747,525,"",.345,,1,0,"","Email Failed","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3921238","39","165","21238","39165","3916521238","Deerfield","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,0,1,"township","060","060",44,0,37579.055,38579,"Pop. 20,000-49,999",16.129,4168.679,0,0,"","Finished Survey","Finished Survey",1,22jan2019 05:49:49,22jan2019 06:08:18,0,100,1109,1,22jan2019 06:08:18,"R_2bHJKXElsELFdAv","email","EN","Deerfield Township","OH","45040",3,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,4,1,.n,4,3,1,1,0,0,0,0,4,1,.n,5,3,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,4,4,1,4,4,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,2,2
"3928476","39","165","28476","39165","3916528476","Franklin","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"city","160","160",25,0,12267.202,11768,"",9.173,,0,0,"","Finished Survey","Finished Survey",1,12feb2019 11:52:55,12feb2019 12:36:38,0,100,2623,1,12feb2019 12:36:39,"R_1l4Bhx3Fu4Vl45G","email","EN","City of Franklin","Oh","45005",2,3,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,10,1,.n,10,3,1,1,0,0,0,0,3,3,1,1,2,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,1,1,1,1,1,1,1,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"we do not have very many new housing units each year.",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,3,.n,.n,.n,.n,.n,.n,1,1
"3928490","39","165","28490","39165","3916528490","Franklin","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"township","060","060",44,,31589.792,31400,"",32.88,4168.679,0,0,"","Finished Survey","Finished Survey",1,06feb2019 05:26:46,06feb2019 05:29:12,0,100,145,1,06feb2019 05:29:12,"R_1Qh0wBnimzaLnbu","email","EN","Franklin Township","Oh","45005",3,4,"Not Applicable",1,"Not Applicable","",,"",,"",0,1,"Warren County Rural Zoning","Warren County Rural Zoning Inspector",.n,.n,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",,,,"","",1,"",.n,.n,.n,.n,.n,.n,.n,.n,"",.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,.n,.n,.n,.n,.n,.n,2,2
"3933068","39","165","33068","39165","3916533068","Hamilton","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"township","060","060",44,0,24548.995,25228,"",34.896,4168.679,0,0,"","No Email","No Email",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,0,0,0,".n",1,,,,,,,,2,2
"3933474","39","165","33474","39165","3916533474","Harlan","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"township","060","060",44,0,4896.043,5008,"",45.358,4168.679,1,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,2,1
"3942364","39","165","42364","39165","3916542364","Lebanon","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,0,1,"city","160","060",25,0,20877.484,20500,"Pop. <20,000",12.963,4168.679,0,0,"","Finished Survey","Finished Survey",1,18jan2019 06:13:00,18jan2019 08:32:26,0,100,8365,1,18jan2019 08:32:26,"R_3rP7KmDnVTMq7t9","email","EN","City of Lebanon","Oh","45036",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,10,1,.n,12,4,2,1,0,1,0,0,1,2,.n,1,3,2,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,1,1,1,0,0,0,1,".s","1750","1246",".n",".n",".n",".n",".n",".n",0,0,1,0,0,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,4,3,3,1,3,1,3,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,1,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,0,1,0,".n",1,1,0,0,1,0,0,0,1,2
"3946872","39","165","46872","39165","3916546872","Maineville","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,1,0,"village","160","160",47,0,1016.101,1008,"Pop. <20,000",1.369,,,0,"","Partially Completed Survey","Partially Completed Survey",0,25jan2019 06:42:04,25jan2019 06:42:39,0,2,35,0,18feb2019 07:11:06,"R_2dosG0Z55fd8t7F","email","EN","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,1,1
"3948188","39","165","48188","39165","3916548188","Mason","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,0,1,"city","160","060",25,0,32006.654,32317,"Pop. 20,000-49,999",18.629,4168.679,0,0,"","Finished Survey","Finished Survey",1,17jan2019 14:29:41,17jan2019 14:39:52,0,100,610,1,17jan2019 14:39:52,"R_3frzHbt7Ulqb8bf","email","EN","City of Mason","OH","45040",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,9,1,.n,18,3,2,1,0,0,1,0,2,1,.n,3,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,2,3,1,2,2,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,2,3,3,1,1,2,2,2,1,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,1,2
"3969988","39","165","69988","39165","3916569988","Salem","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,1,0,"township","060","060",44,0,4574.017,4688,"Pop. <20,000",22.14,,,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,2,1
"3974076","39","165","74076","39165","3916574076","Springboro","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,0,1,"city","160","160",25,0,16873.526,18084,"Pop. <20,000",9.355,,0,0,"","Finished Survey","Finished Survey",1,10jan2019 13:44:18,10jan2019 14:01:37,0,100,1039,1,10jan2019 14:01:37,"R_dg1zKMNbab6CJIR","email","EN","Springboro","Ohio","45066",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,10,1,.n,4,3,2,1,0,1,1,0,4,3,2,4,2,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,0,0,0,0,1,0,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,2,4,1,1,1,4,0,.n,.n,.n,.n,.n,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",0,0,.n,.n,.n,3,2,1,2,1,1,2,2,2,2,2,"I checked yes on our community having an impact fee, in this case a park and playground impact fee, although it is technically not an impact fee.",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",.s,.s,.s,.s,.s,.s,.s,.s,0,2,.n,.n,.n,0,1,0,".n",1,1,0,0,0,0,0,0,1,1
"3977868","39","165","77868","39165","3916577868","Turtlecreek","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"township","060","060",44,0,15781.348,15487,"",60.677,4168.679,0,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,2,1
"3978610","39","165","78610","39165","3916578610","Union","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","",1,0,0,"township","060","060",44,0,4893.958,4867,"",14.116,4168.679,1,0,"","Email Sent","Email Sent",0,,,,,,,,"","","","","","",,,"",,"","",,"",,"",,,"","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",,,,,,,,,,"",,,,,,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,"","",0,"",,,,,,,,,"",,,,,,,,,,,,,,,,,"",,,,,,,,,2,1
"3999165","39","165","99999","39165","3916599999","Warren County","Warren County","OH","Midwest","Cincinnati",9,"17140","Cincinnati, OH-KY-IN (Metro)","""Cincinnati-Hamilton, OH-KY-IN CMSA""",0,0,1,"county","050","050",,0,221659,223868,"",401.314,,0,0,"","Finished Survey","Finished Survey",1,10jan2019 14:13:51,10jan2019 14:30:00,0,100,968,1,10jan2019 14:30:00,"R_3soAnFbJHIDYI09","email","EN","Warren County","Ohio","45037",5,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,7,1,.n,7,3,2,1,0,0,0,0,2,2,.n,2,3,2,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",3,4,4,4,1,2,2,2,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,1,1,2,1,1,3,3,2,3,3,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",1,1,.n,.n,.n,.n,.n,.n,3,5
"4023700","40","017","23700","40017","4001723700","El Reno","Canadian County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,18784.405,18378,"Pop. <20,000",79.243,,0,0,"","Finished Survey","Finished Survey",1,10jan2019 14:14:14,10jan2019 14:25:53,0,100,699,1,10jan2019 14:25:54,"R_cBzne5BurCFYVUZ","email","EN","City of El Reno","OK","73036",2,1,"Not Applicable",2,"Not Applicable","",,"",,"",1,.n,".n",".n",1,6,1,.n,16,4,1,1,0,0,1,0,1,3,2,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,0,.n,.n,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",.n,.n,.n,.n,.n,.n,.n,.n,.n,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",1,3,1,2,1,1,2,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,3,3,3,2,3,2,2,3,3,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,.n,.n,.n,".n",2,1,.n,.n,.n,.n,.n,.n,1,1
"4050100","40","017","50100","40017","4001750100","Mustang","Canadian County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,19508.909,20125,"Pop. <20,000",11.986,,0,0,"","Finished Survey","Finished Survey",1,18jan2019 06:25:52,18jan2019 06:32:31,0,100,398,1,18jan2019 06:32:32,"R_DT8eDj8WsC1HnNL","email","EN","City of Mustang","OK","73064",2,1,"Not Applicable",3,"Not Applicable","",,"",,"",1,.n,".n",".n",1,2,1,.n,16,2,2,0,0,1,1,0,1,1,.n,1,4,0,0,0,0,.n,.n,.n,0,.n,.n,.n,1,0,0,.n,.n,.n,.n,.n,0,".n",".n",".n",".n",".n",".n",".n",".n",".n",0,0,0,0,0,1,1,0,0,"Not Applicable",0,.n,.n,.n,.n,.n,.n,.n,.n,".n",2,4,1,2,1,1,2,4,0,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,0,0,0,0,".n",0,0,.n,.n,.n,2,3,3,3,2,2,2,2,3,2,2,"",,,,"","",1,"",0,.n,.n,.n,.n,.n,.n,.n,"",1,0,0,0,0,0,0,0,0,2,.n,.n,.n,0,1,0,".n",3,1,0,0,0,0,1,0,1,1
"4082950","40","017","82950","40017","4001782950","Yukon","Canadian County","OK","South","Oklahoma City",34,"36420","Oklahoma City, OK (Metro)","""Oklahoma City, OK MSA""",0,0,1,"city","160","160",25,0,25468.688,25729,"Pop. 20,000-49,999",26.226,,0,0,"","Partially Completed Survey","Partially Completed Survey",1,11jan2019 09:20:33,07feb2019 18:40:05,0,39,2366372,0,11feb2019 09:20:38,"R_28GNfE7lPMxoAXj","email","EN","City of Yukon","OK","73099",2,1,"Not Applicable",1,"Not Applicable","",,"",,"",1,.n,".n",".n",1,10,1,.n,23,2,0,0,0,0,1,0,1,1,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s","Skipped","Skipped","Skipped",".s",".s",".s",".s",".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,"Skipped",.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".s",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,"",,,,"","",1,"",.s,.s,.s,.s,.s,.s,.s,.s,"",.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,".n",1,1,.s,.s,.s,.s,.s,.s,1,2
