order_2003,caseno_2003,jurisid,full_fip,stfips_2003,stcofips,countyfp,statefp,placefp,survnum_2003,juris_2003,lsadc_2003,basename,areaname_2003,coname_2003,county_name,region,state_name,cmsano99_2003,cmsanm99_2003,cmsast_2003,resp1994_2003,surv1994_2003,pop00tot_2003,pop2000,land_tot_2003,sample_2003,jurtype_2003,jurtype2_2003,n_juris_2003,n_surv_2003,jurstype_2003,jurscode_2003,popcode_2003,titlcode_2003,zipcode_2003,plan_2003,planyear_2003,zoneord_2003,zoneyear_2003,maxdens_2003,maxdchng_2003,mobhome_2003,hypodev_2003,rzvote_2003,selectrz_2003,anexvote_2003,anexyear_2003,glimit_2003,grwth_limit_2003,usbusa_2003,usbdate_2003,ugb_2003,ugbdate_2003,grnbelt_2003,gbdate_2003,ull_2003,ulldate_2003,resdpace_2003,pcntcont_2003,pcntyear_2003,bcnumber_2003,moratyn_2003,morat_2003,moratpct_2003,moratst_2003,moratexp_2003,moratend_2003,mafexmp_2003,otherglm_2003,glmstart_2003,glmend_2003,impctfee_2003,ifyn_2003,if_cbc,if_formula,ifsfrate_2003,ifsinfam_2003,ifmfrate_2003,ifschool_2003,ifstorm_2003,iftransp_2003,ifpubsaf_2003,ifwater_2003,ifparkos_2003,ifwsuply_2003,ifwaste_2003,ifother_2003,ifotype1_2003,ifotype2_2003,ifotype3_2003,ifotype4_2003,afincntv_2003,afinctv2_2003,afbonus_2003,afinclzn_2003,afincpct_2003,izpctbin_2003,afhsgfee_2003,affastrk_2003,aflinkfe_2003,afother_2003,afother1_2003,afother2_2003,afother3_2003,afother4_2003,afother5_2003,afother6_2003,oprogram_2003,opstaff_2003,oppha_2003,opconvrs_2003,opwaiver_2003,opother_2003,opother1_2003,opother2_2003,opother3_2003,opother4_2003,affunits_2003,rehabpub_2003,ahpub_2003,rehabprv_2003,ahprvloc_2003,rehabfed_2003,ahprvfed_2003,aftotal_2003,afmech_2003,ahtf_2003,reg1970_2003,reg1980_2003,reg1990_2003,regchnge_2003,apfo_2003,apfodate_2003,apschool_2003,apstorm_2003,aptrans_2003,appubsaf_2003,apwater_2003,appark_2003,apother_2003,aptotal_2003,ap2subjs_2003,ap4subjs_2003,filter___2003,apfo_yn_2003,data03_2003,areakey_2003,pmsano99_2003,intptlat_2003,intptlon_2003,zoning_2003,spwlcntr_2003,pacecntl_2003,fee_sfdu_2003,dborincl_2003,spcnt2_2003,pacecnt2_2003,popcode2_2003,cmsastpc_2003,cmsaspc2_2003,impctfe2_2003,popcode3_2003,stpopjt_2003,jtstpop_2003,jtstcmpo_2003,plan2003_2003,zone_2003,ldoz_2003,hdok_2003,morat_yn_2003,ahdb_2003,ahin_2003,zndn_2003,znup_2003,pace_2003,juristype,jurisbin,popbin
752,752,"4815652","4803915652",48,"48039","039","48","15652","1549","Clute","58","Clute","TX, Clute","Brazoria County","Brazoria County","South","TX",3362,"Houston-Galveston-Brazoria, TX CMSA",336248,-1,0,10424,10306,13851718,0,1,1,16,5,1,1,1,7,77531,1,2000,1,2001,1,.s,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,0,0,.n,.n,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,0,0,0,0,0,0,0,0,0,1,1,,,,,,,.s,1,2,3,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"4815652",1145,29.02606,-95.39453899999999,2,0,0,,0,0,0,2,3362482,3362482,0,1,4821,1482,14832,1,1,1,0,0,0,0,0,0,0,"city",1,1
759,759,"4840588","4803940588",48,"48039","039","48","40588","1586","Lake Jackson","58","Lake Jackson","TX, Lake Jackson","Brazoria County","Brazoria County","South","TX",3362,"Houston-Galveston-Brazoria, TX CMSA",336248,1,1,26386,26515,49308478,0,1,1,12,8,1,1,2,6,77566,1,1996,1,2001,3,1,0,1,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,1,263,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,3,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4840588",1145,29.036837,-95.438339,4,0,0,,0,0,0,3,3362483,3362483,0,1,4831,1483,14833,1,1,0,0,0,0,0,0,0,0,"city",1,2
762,762,"4856348","4803956348",48,"48039","039","48","56348","1598","Pearland","58","Pearland","TX, Pearland","Brazoria County","Brazoria County","South","TX",3362,"Houston-Galveston-Brazoria, TX CMSA",336248,1,1,37640,37596,101864228,0,1,1,12,8,1,1,2,1,77581,1,1999,1,2002,3,1,2,1,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,2,1,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4856348",1145,29.554349,-95.295959,4,0,0,,0,0,0,3,3362483,3362483,1,1,4831,1483,14833,1,1,0,0,0,0,0,0,0,0,"city",1,2
41,41,"4843240","4805543240",48,"48055","055","48","43240","1590","Lockhart","58","Lockhart","TX, Lockhart","Caldwell County","Caldwell County","South","TX",640,"Austin-San Marcos, TX MSA",64048,-1,0,11615,11415,29129828,0,1,1,4,3,1,1,1,1,78644,1,2000,1,1996,4,1,1,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,2874,510,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,.n,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.s,.s,.s,.s,.s,0,114,1,,,192,1,306,0,0,3,2,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"4843240",640,29.88187,-97.67604,5,0,0,3,0,0,0,2,640482,640482,1,1,4821,1482,14892,1,1,0,0,0,0,0,0,0,0,"city",1,1
511,511,"4801924","4808501924",48,"48085","085","48","01924","1533","Allen","58","Allen","TX, Allen","Collin County","Collin County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,43554,43457,68216679,0,1,1,33,15,1,1,2,1,75013,1,1998,1,2002,4,1,0,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,2570,2570,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,0,0,0,0,0,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,0,0,1,2,2,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4801924",1920,33.099748,-96.66292199999999,5,0,0,3,0,0,0,3,1922483,1922483,1,1,4831,1483,14893,1,1,0,0,0,0,0,0,0,0,"city",1,2
533,533,"4845744","4808545744",48,"48085","085","48","45744","1592","McKinney","58","McKinney","TX, McKinney","Collin County","Collin County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,54369,54384,150288081,0,1,1,8,5,1,1,3,1,75069,1,2003,1,2002,5,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,.n,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,224,0,0,0,0,,.s,,.s,,.s,,1,1,3,3,3,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4845744",1920,33.19721,-96.639751,6,0,0,,0,0,0,4,1922484,1922484,1,2,4841,1484,14894,1,1,0,1,0,0,0,0,0,0,"city",1,3
535,535,"4858016","4808558016",48,"48085","085","48","58016","1600","Plano","58","Plano","TX, Plano","Collin County","Collin County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,222030,222301,185355135,0,1,1,6,5,1,1,4,1,75074,1,2001,1,1986,4,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,467.47,323.96,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,0,0,1,1,510,0,0,0,0,,,,,881,1,881,0,0,3,3,3,0,2,8888,0,1,1,0,1,0,0,3,1,0,,1,1,"4858016",1920,33.050374,-96.745935,5,0,0,1,0,0,0,5,1922485,1922485,1,2,4851,1485,14895,1,1,0,0,0,0,0,0,0,0,"city",1,5
544,544,"4880356","4808580356",48,"48085","085","48","80356","1626","Wylie","58","Wylie","TX, Wylie","Collin County","Collin County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,-1,0,15132,14965,50166755,0,1,1,15,7,1,1,1,1,75098,1,1999,1,2002,3,2,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,3,1,1,1,.s,.n,.n,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,2,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4880356",1920,33.018727,-96.52891,4,0,0,,0,0,0,2,1922482,1922482,1,1,4821,1482,14892,1,1,0,0,0,0,0,1,0,0,"city",1,1
513,513,"4805372","4811305372",48,"48113","113","48","05372","3210","Balch Springs","58","Balch Springs","TX, Balch Springs","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,0,1,19375,19437,20868202,0,1,1,15,7,1,1,1,5,75180,1,1998,1,.s,4,2,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,0,.n,.n,,.n,.n,.n,.n,1,140,0,0,0,0,0,1,0,0,0,0,1,140,0,0,0,0,,,,,200,1,200,0,0,2,3,4,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"4805372",1920,32.717381,-96.615154,5,0,0,,0,0,0,2,1922482,1922482,0,1,4821,1482,14892,1,1,0,0,0,0,0,1,0,0,"city",1,1
518,518,"4816612","4811316612",48,"48113","113","48","16612","1553","Coppell","58","Coppell","TX, Coppell","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,0,1,35958,35955,38507286,0,1,1,33,15,1,1,2,1,75019,1,1996,1,2002,4,1,0,2,0,.n,0,.n,1,1,0,.n,0,.n,1,1980,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,36,1,,,,,,0,0,4,3,3,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"4816612",1920,32.967341,-96.986564,5,2,0,,0,1,0,3,1922483,1922483,1,1,4831,1483,14893,1,1,0,0,0,0,0,0,0,0,"city",1,2
524,524,"4829000","4811329000",48,"48113","113","48","29000","1571","Garland","58","Garland","TX, Garland","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,0,1,215768,215991,147914972,0,1,1,6,5,1,1,4,,75040,1,1997,1,1993,4,1,0,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,1,0,0,0,0,0,0,0,0,,.s,,.s,,.s,,0,0,2,2,3,1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"4829000",1920,32.907325,-96.63519700000001,5,0,0,,0,0,0,5,1922485,1922485,1,2,4851,1485,14895,1,1,0,0,0,0,0,0,0,0,"city",1,5
525,525,"4830464","4811330464",48,"48113","113","48","30464","3229","Grand Prairie","58","Grand Prairie","TX, Grand Prairie","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,0,1,127427,127049,184933815,0,1,1,6,5,1,1,4,2,75053,1,1987,1,2003,4,2,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,0,.s,.n,.n,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,0,0,0,1,510,0,0,0,0,,.s,,.s,,.s,,,.s,2,3,4,1,1,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"4830464",1920,32.715266,-97.016864,5,0,0,3,0,0,0,5,1922485,1922485,,2,4851,1485,14895,1,1,0,0,0,0,0,1,0,0,"city",1,4
530,530,"4841212","4811341212",48,"48113","113","48","41212","3238","Lancaster","58","Lancaster","TX, Lancaster","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,25894,25893,75869267,0,1,1,33,15,1,1,2,,75146,1,2002,1,1986,4,1,.s,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,610,.n,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,,.n,0,0,0,0,0,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,,.s,2,2,3,1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"4841212",1920,32.602236,-96.77499,5,0,0,2,0,0,0,3,1922483,1922483,1,1,4831,1483,14893,1,1,0,0,0,0,0,0,0,0,"city",1,2
534,534,"4847892","4811347892",48,"48113","113","48","47892","1593","Mesquite","58","Mesquite","TX, Mesquite","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,124523,124578,112446764,0,1,1,6,5,1,1,4,1,75149,1,1994,1,1990,4,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,1040,537,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,1,1,2,1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"4847892",1920,32.782878,-96.60986200000001,5,0,0,2,0,0,0,5,1922485,1922485,1,2,4851,1485,14895,1,1,0,0,0,0,0,0,0,0,"city",1,4
536,536,"4861796","4811361796",48,"48113","113","48","61796","1601","Richardson","58","Richardson","TX, Richardson","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,91802,91635,73981654,0,1,1,8,5,1,1,3,1,75080,1,2000,1,2002,4,1,0,1,3,60,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,0,0,2,2,2,0,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"4861796",1920,32.965628,-96.71570699999999,5,0,0,,0,0,0,4,1922484,1922484,0,2,4841,1484,14894,1,1,0,0,0,0,0,0,0,0,"city",1,3
538,538,"4863572","4811363572",48,"48113","113","48","63572","1605","Rowlett","58","Rowlett","TX, Rowlett","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,44503,44326,52387693,0,1,1,33,15,1,1,2,1,75030,1,.s,1,2001,4,.s,0,0,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,0,0,.n,.n,1,1,1,0,.n,.n,.n,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,0,1,0,0,0,0,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4863572",1920,32.90702,-96.547415,5,0,0,,0,0,0,3,1922483,1922483,1,1,4831,1483,14893,1,1,0,0,0,0,0,0,0,0,"city",1,2
540,540,"4874492","4811374492",48,"48113","113","48","74492","3253","University Park","58","University Park","TX, University Park","Dallas County","Dallas County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,23324,23343,9635886,0,1,1,33,15,1,1,2,5,75205,0,.n,1,.s,4,1,0,1,0,.n,1,.s,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,0,0,.n,.n,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,3,3,0,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,0,0,1,"4874492",1920,32.849544,-96.791991,5,0,0,,0,0,0,3,1922483,1922483,0,1,4831,1483,14893,0,1,0,0,0,0,0,0,0,0,"city",1,2
516,516,"4813024","4812113024",48,"48121","121","48","13024","1545","Carrollton","58","Carrollton","TX, Carrollton","Denton County","Denton County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,0,1,109576,109215,94453410,0,1,1,6,5,1,1,4,1,75006,1,2002,1,2002,4,3,2,1,0,.n,0,.n,1,1,0,.n,0,.n,1,1981,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,3,3,2,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4813024",1920,32.990092,-96.893277,5,2,0,,0,1,0,5,1922485,1922485,1,2,4851,1485,14895,1,1,0,0,0,0,0,0,1,0,"city",1,4
519,519,"4819972","4812119972",48,"48121","121","48","19972","1556","Denton","58","Denton","TX, Denton","Denton County","Denton County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,80537,80578,159269378,0,1,1,8,5,1,1,3,2,76201,1,2002,1,2002,4,.s,2,1,0,.n,.s,.s,1,1,0,.n,0,.n,0,.n,1,1999,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,.n,.n,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,.s,,.s,,.s,,,.s,2,3,4,1,2,8888,0,1,1,1,1,1,0,5,1,1,0,1,1,"4819972",1920,33.216296,-97.129194,5,4,0,,0,1,0,4,1922484,1922484,1,2,4841,1484,14894,1,1,0,0,0,0,0,0,0,0,"city",1,3
522,522,"4826232","4812126232",48,"48121","121","48","26232","1563","Flower Mound","60","Flower Mound","TX, Flower Mound","Denton County","Denton County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,50702,51203,105865717,0,1,1,8,5,1,1,3,1,75028,1,2001,1,2002,3,.s,0,2,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,4,4,4,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4826232",1920,33.031741,-97.078818,4,0,0,,0,0,0,4,1922484,1922484,0,2,4841,1484,14894,1,1,0,0,0,0,0,0,0,0,"town",1,3
531,531,"4842508","4812142508",48,"48121","121","48","42508","1589","Lewisville","58","Lewisville","TX, Lewisville","Denton County","Denton County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,77737,77514,95295062,0,1,1,8,5,1,1,3,2,75067,1,2000,1,2000,3,1,2,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,1,1,0,0,0,0,0,0,0,0,1,.n,.n,.n,.n,.n,.n,.n,2,0,3,3,1,-1,2,1988,0,0,0,0,1,1,0,2,0,0,0,1,1,"4842508",1920,33.038316,-97.006232,4,0,0,,0,0,0,4,1922484,1922484,1,2,4841,1484,14894,1,1,0,0,0,0,0,0,0,0,"city",1,3
539,539,"4872530","4812172530",48,"48121","121","48","72530","1618","The Colony","58","The Colony","TX, The Colony","Denton County","Denton County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,26531,26661,35382267,0,1,1,33,15,1,1,2,1,75056,1,1997,1,1999,4,1,0,1,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,1,1,1,0,.n,55555.55,55555.55,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,1,.n,.n,.n,.n,.n,.n,.n,0,0,.s,.s,4,-1,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,0,.s,1,"4872530",1920,33.090874,-96.884659,5,0,0,4,0,0,0,3,1922483,1922483,1,1,4831,1483,14893,1,1,0,0,0,0,0,0,0,0,"city",1,2
520,520,"4824348","4813924348",48,"48139","139","48","24348","1560","Ennis","58","Ennis","TX, Ennis","Ellis County","Ellis County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,16045,16033,46602723,0,1,1,15,7,1,1,1,5,75120,1,2002,1,1985,4,1,2,1,1,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,0,0,0,0,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,.s,.s,.s,.s,.s,.s,.s,0,0,.s,2,2,-1,0,.n,.n,.n,.n,.n,.n,.n,,0,0,0,,0,1,"4824348",1920,32.332296,-96.62403,5,0,0,,0,0,0,2,1922482,1922482,0,1,4821,1482,14892,1,1,0,0,0,0,0,0,0,0,"city",1,1
541,541,"4876816","4813976816",48,"48139","139","48","76816","1622","Waxahachie","58","Waxahachie","TX, Waxahachie","Ellis County","Ellis County","South","TX",1922,"Dallas-Fort Worth, TX CMSA",192248,1,1,21426,21368,103509353,0,1,1,33,15,1,1,2,1,75165,1,1995,1,1997,2,1,0,2,0,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,1405,1405,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,,.n,0,1,0,1,146,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,.s,.s,.s,.s,.s,.s,.s,0,0,3,3,3,0,2,1995,0,0,1,0,1,0,0,2,0,0,,1,1,"4876816",1920,32.399861,-96.847291,3,0,0,2,0,0,0,3,1922483,1922483,1,1,4831,1483,14893,1,1,1,0,0,0,0,0,0,0,"city",1,2
763,763,"4861892","4815761892",48,"48157","157","48","61892","3826","Richmond","58","Richmond","TX, Richmond","Fort Bend County","Fort Bend County","South","TX",3362,"Houston-Galveston-Brazoria, TX CMSA",336248,-1,0,11081,11068,9645533,0,1,1,16,5,1,1,1,6,77469,0,.n,0,.n,.n,.n,.n,.n,.n,.n,0,.n,0,0,0,.n,0,.n,0,.n,0,.n,0,.n,.n,.n,0,0,.n,.n,,.n,.n,.s,.s,.s,2,1,0,1,.s,.n,.n,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,.n,.n,,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,.n,0,.s,.s,.s,.s,.s,.s,.s,.s,.s,0,,,,,1,1,1,0,0,2,2,2,0,.s,.s,.s,.s,.s,.s,.s,.s,,.s,.n,.n,,.s,1,"4861892",3360,29.580921,-95.76300000000001,0,0,0,,0,0,0,2,3362482,3362482,1,1,4821,1482,14832,0,0,0,0,0,0,0,0,0,0,"city",1,1
